param1,param2,param3,var1
35.00,-1.4,0.5,0.088227
0.00,-1.2,0.5,0.98
0.25,-1.2,0.5,0.724921
0.50,-1.2,0.5,0.57875
0.75,-1.2,0.5,0.48827
1.00,-1.2,0.5,0.426509
1.25,-1.2,0.5,0.381897
1.50,-1.2,0.5,0.348259
1.75,-1.2,0.5,0.321724
2.00,-1.2,0.5,0.300442
2.25,-1.2,0.5,0.283088
2.50,-1.2,0.5,0.268412
2.75,-1.2,0.5,0.255982
3.00,-1.2,0.5,0.245423
3.25,-1.2,0.5,0.236105
3.50,-1.2,0.5,0.227933
3.75,-1.2,0.5,0.22082
4.00,-1.2,0.5,0.214352
4.25,-1.2,0.5,0.208542
4.50,-1.2,0.5,0.203392
4.75,-1.2,0.5,0.198607
5.00,-1.2,0.5,0.194232
5.25,-1.2,0.5,0.190294
5.50,-1.2,0.5,0.186576
5.75,-1.2,0.5,0.18313
6.00,-1.2,0.5,0.179987
6.25,-1.2,0.5,0.176984
6.50,-1.2,0.5,0.174168
6.75,-1.2,0.5,0.171572
7.00,-1.2,0.5,0.169066
7.25,-1.2,0.5,0.166694
7.50,-1.2,0.5,0.164486
7.75,-1.2,0.5,0.162339
8.00,-1.2,0.5,0.160289
8.25,-1.2,0.5,0.158365
8.50,-1.2,0.5,0.156483
8.75,-1.2,0.5,0.154674
9.00,-1.2,0.5,0.152965
9.25,-1.2,0.5,0.151283
9.50,-1.2,0.5,0.149659
9.75,-1.2,0.5,0.148114
10.00,-1.2,0.5,0.146589
10.25,-1.2,0.5,0.145109
10.50,-1.2,0.5,0.143694
10.75,-1.2,0.5,0.142293
11.00,-1.2,0.5,0.140928
11.25,-1.2,0.5,0.139618
11.50,-1.2,0.5,0.138319
11.75,-1.2,0.5,0.137049
12.00,-1.2,0.5,0.135827
12.25,-1.2,0.5,0.134612
12.50,-1.2,0.5,0.133422
12.75,-1.2,0.5,0.132274
13.00,-1.2,0.5,0.131132
13.25,-1.2,0.5,0.130012
13.50,-1.2,0.5,0.128929
13.75,-1.2,0.5,0.127851
14.00,-1.2,0.5,0.126793
14.25,-1.2,0.5,0.125768
14.50,-1.2,0.5,0.124748
14.75,-1.2,0.5,0.123747
15.00,-1.2,0.5,0.122777
15.25,-1.2,0.5,0.121812
15.50,-1.2,0.5,0.120863
15.75,-1.2,0.5,0.119945
16.00,-1.2,0.5,0.119032
16.25,-1.2,0.5,0.118135
16.50,-1.2,0.5,0.117267
16.75,-1.2,0.5,0.116403
17.00,-1.2,0.5,0.115556
17.25,-1.2,0.5,0.114738
17.50,-1.2,0.5,0.113924
17.75,-1.2,0.5,0.113127
18.00,-1.2,0.5,0.112359
18.25,-1.2,0.5,0.111595
18.50,-1.2,0.5,0.110848
18.75,-1.2,0.5,0.11013
19.00,-1.2,0.5,0.109416
19.25,-1.2,0.5,0.10872
19.50,-1.2,0.5,0.108053
19.75,-1.2,0.5,0.107391
20.00,-1.2,0.5,0.106747
20.25,-1.2,0.5,0.106133
20.50,-1.2,0.5,0.105524
20.75,-1.2,0.5,0.104933
21.00,-1.2,0.5,0.104372
21.25,-1.2,0.5,0.103817
21.50,-1.2,0.5,0.103281
21.75,-1.2,0.5,0.102775
22.00,-1.2,0.5,0.102276
22.25,-1.2,0.5,0.101796
22.50,-1.2,0.5,0.101346
22.75,-1.2,0.5,0.100904
23.00,-1.2,0.5,0.100482
23.25,-1.2,0.5,0.10009
23.50,-1.2,0.5,0.099707
23.75,-1.2,0.5,0.099343
24.00,-1.2,0.5,0.09901
24.25,-1.2,0.5,0.098687
24.50,-1.2,0.5,0.098383
24.75,-1.2,0.5,0.098111
25.00,-1.2,0.5,0.097847
25.25,-1.2,0.5,0.097605
25.50,-1.2,0.5,0.097394
25.75,-1.2,0.5,0.097192
26.00,-1.2,0.5,0.097012
26.25,-1.2,0.5,0.096862
26.50,-1.2,0.5,0.096723
26.75,-1.2,0.5,0.096605
27.00,-1.2,0.5,0.096518
27.25,-1.2,0.5,0.096441
27.50,-1.2,0.5,0.096386
27.75,-1.2,0.5,0.096361
28.00,-1.2,0.5,0.096347
28.25,-1.2,0.5,0.096355
28.50,-1.2,0.5,0.096392
28.75,-1.2,0.5,0.096441
29.00,-1.2,0.5,0.096883667
29.25,-1.2,0.5,0.097326333
29.50,-1.2,0.5,0.097769
29.75,-1.2,0.5,0.097836
30.00,-1.2,0.5,0.097914
30.25,-1.2,0.5,0.097993
30.50,-1.2,0.5,0.098075
30.75,-1.2,0.5,0.098165
31.00,-1.2,0.5,0.098251
31.25,-1.2,0.5,0.098338
31.50,-1.2,0.5,0.098427
31.75,-1.2,0.5,0.09851
32.00,-1.2,0.5,0.098588
32.25,-1.2,0.5,0.098663
32.50,-1.2,0.5,0.098728
32.75,-1.2,0.5,0.098784
33.00,-1.2,0.5,0.098831
33.25,-1.2,0.5,0.098864
33.50,-1.2,0.5,0.098883
33.75,-1.2,0.5,0.098887
34.00,-1.2,0.5,0.098872
34.25,-1.2,0.5,0.098837
34.50,-1.2,0.5,0.098782
34.75,-1.2,0.5,0.098703
35.00,-1.2,0.5,0.098597
0.00,-1.0,0.5,0.98
0.25,-1.0,0.5,0.73909
0.50,-1.0,0.5,0.597154
0.75,-1.0,0.5,0.508128
1.00,-1.0,0.5,0.446976
1.25,-1.0,0.5,0.40246
1.50,-1.0,0.5,0.36868
1.75,-1.0,0.5,0.342088
2.00,-1.0,0.5,0.320654
2.25,-1.0,0.5,0.303033
2.50,-1.0,0.5,0.28825
2.75,-1.0,0.5,0.275687
3.00,-1.0,0.5,0.264875
3.25,-1.0,0.5,0.255456
3.50,-1.0,0.5,0.247187
3.75,-1.0,0.5,0.239861
4.00,-1.0,0.5,0.233296
4.25,-1.0,0.5,0.227412
4.50,-1.0,0.5,0.222088
4.75,-1.0,0.5,0.217209
5.00,-1.0,0.5,0.212774
5.25,-1.0,0.5,0.208694
5.50,-1.0,0.5,0.204885
5.75,-1.0,0.5,0.201386
6.00,-1.0,0.5,0.198126
6.25,-1.0,0.5,0.195032
6.50,-1.0,0.5,0.192168
6.75,-1.0,0.5,0.18947
7.00,-1.0,0.5,0.186874
7.25,-1.0,0.5,0.184457
7.50,-1.0,0.5,0.182159
7.75,-1.0,0.5,0.179921
8.00,-1.0,0.5,0.177828
8.25,-1.0,0.5,0.175823
8.50,-1.0,0.5,0.17385
8.75,-1.0,0.5,0.171998
9.00,-1.0,0.5,0.170212
9.25,-1.0,0.5,0.16844
9.50,-1.0,0.5,0.166772
9.75,-1.0,0.5,0.165155
10.00,-1.0,0.5,0.163539
10.25,-1.0,0.5,0.162014
10.50,-1.0,0.5,0.16053
10.75,-1.0,0.5,0.159038
11.00,-1.0,0.5,0.157628
11.25,-1.0,0.5,0.156251
11.50,-1.0,0.5,0.15486
11.75,-1.0,0.5,0.153544
12.00,-1.0,0.5,0.152256
12.25,-1.0,0.5,0.15095
12.50,-1.0,0.5,0.149713
12.75,-1.0,0.5,0.148501
13.00,-1.0,0.5,0.147268
13.25,-1.0,0.5,0.1461
13.50,-1.0,0.5,0.144953
13.75,-1.0,0.5,0.143786
14.00,-1.0,0.5,0.14268
14.25,-1.0,0.5,0.141593
14.50,-1.0,0.5,0.140485
14.75,-1.0,0.5,0.139435
15.00,-1.0,0.5,0.138404
15.25,-1.0,0.5,0.137352
15.50,-1.0,0.5,0.136355
15.75,-1.0,0.5,0.135377
16.00,-1.0,0.5,0.134379
16.25,-1.0,0.5,0.133434
16.50,-1.0,0.5,0.132507
16.75,-1.0,0.5,0.131562
17.00,-1.0,0.5,0.130669
