param1,param2,param3,var1
33.0,1.4,0.5,0.088565
34.0,1.4,0.5,0.088539
35.0,1.4,0.5,0.088227
0.0,1.6,0.5,0.98
1.0,1.6,0.5,0.407865
2.0,1.6,0.5,0.280052
3.0,1.6,0.5,0.224497
4.0,1.6,0.5,0.193285
5.0,1.6,0.5,0.173144
6.0,1.6,0.5,0.158888
7.0,1.6,0.5,0.148078
8.0,1.6,0.5,0.139451
9.0,1.6,0.5,0.13228
10.0,1.6,0.5,0.126113
11.0,1.6,0.5,0.120695
12.0,1.6,0.5,0.115836
13.0,1.6,0.5,0.111407
14.0,1.6,0.5,0.107356
15.0,1.6,0.5,0.103621
16.0,1.6,0.5,0.100159
17.0,1.6,0.5,0.096974
18.0,1.6,0.5,0.094046
19.0,1.6,0.5,0.091362
20.0,1.6,0.5,0.088941
21.0,1.6,0.5,0.086777
22.0,1.6,0.5,0.08487
23.0,1.6,0.5,0.083239
24.0,1.6,0.5,0.081882
25.0,1.6,0.5,0.080799
26.0,1.6,0.5,0.080005
27.0,1.6,0.5,0.079496
28.0,1.6,0.5,0.079268
29.0,1.6,0.5,0.079618333
30.0,1.6,0.5,0.080358
31.0,1.6,0.5,0.080538
32.0,1.6,0.5,0.080725
33.0,1.6,0.5,0.080831
34.0,1.6,0.5,0.080757
35.0,1.6,0.5,0.080422
0.0,1.8,0.5,0.98
1.0,1.8,0.5,0.403909
2.0,1.8,0.5,0.274901
3.0,1.8,0.5,0.218744
4.0,1.8,0.5,0.187161
5.0,1.8,0.5,0.166815
6.0,1.8,0.5,0.152468
7.0,1.8,0.5,0.141567
8.0,1.8,0.5,0.132895
9.0,1.8,0.5,0.125751
10.0,1.8,0.5,0.119598
11.0,1.8,0.5,0.114205
12.0,1.8,0.5,0.109416
13.0,1.8,0.5,0.10505
14.0,1.8,0.5,0.101059
15.0,1.8,0.5,0.097414
16.0,1.8,0.5,0.094032
17.0,1.8,0.5,0.090919
18.0,1.8,0.5,0.088081
19.0,1.8,0.5,0.085473
20.0,1.8,0.5,0.083115
21.0,1.8,0.5,0.081026
22.0,1.8,0.5,0.079172
23.0,1.8,0.5,0.077578
24.0,1.8,0.5,0.076263
25.0,1.8,0.5,0.075198
26.0,1.8,0.5,0.074402
27.0,1.8,0.5,0.073891
28.0,1.8,0.5,0.073635
29.0,1.8,0.5,0.073914333
30.0,1.8,0.5,0.074543
31.0,1.8,0.5,0.074666
32.0,1.8,0.5,0.074789
33.0,1.8,0.5,0.074845
34.0,1.8,0.5,0.074732
35.0,1.8,0.5,0.074365
0.0,2.0,0.5,0.98
1.0,2.0,0.5,0.402432
2.0,2.0,0.5,0.271916
3.0,2.0,0.5,0.214953
4.0,2.0,0.5,0.182945
5.0,2.0,0.5,0.162325
6.0,2.0,0.5,0.147763
7.0,2.0,0.5,0.136737
8.0,2.0,0.5,0.128014
9.0,2.0,0.5,0.120808
10.0,2.0,0.5,0.114629
11.0,2.0,0.5,0.109262
12.0,2.0,0.5,0.104484
13.0,2.0,0.5,0.10014
14.0,2.0,0.5,0.096209
15.0,2.0,0.5,0.092605
16.0,2.0,0.5,0.089268
17.0,2.0,0.5,0.086225
18.0,2.0,0.5,0.083437
19.0,2.0,0.5,0.080876
20.0,2.0,0.5,0.078581
21.0,2.0,0.5,0.076532
22.0,2.0,0.5,0.074711
23.0,2.0,0.5,0.073159
24.0,2.0,0.5,0.07186
25.0,2.0,0.5,0.0708
26.0,2.0,0.5,0.070014
27.0,2.0,0.5,0.069484
28.0,2.0,0.5,0.069197
29.0,2.0,0.5,0.069413333
30.0,2.0,0.5,0.069954
31.0,2.0,0.5,0.07002
32.0,2.0,0.5,0.070098
33.0,2.0,0.5,0.070106
34.0,2.0,0.5,0.069951
35.0,2.0,0.5,0.069564
0.0,2.2,0.5,0.98
1.0,2.2,0.5,0.402549
2.0,2.2,0.5,0.270437
3.0,2.2,0.5,0.212663
4.0,2.2,0.5,0.180121
5.0,2.2,0.5,0.159135
6.0,2.2,0.5,0.14435
7.0,2.2,0.5,0.13318
8.0,2.2,0.5,0.124332
9.0,2.2,0.5,0.117051
10.0,2.2,0.5,0.110849
11.0,2.2,0.5,0.105447
12.0,2.2,0.5,0.100657
13.0,2.2,0.5,0.096342
14.0,2.2,0.5,0.09242
15.0,2.2,0.5,0.088836
16.0,2.2,0.5,0.085547
17.0,2.2,0.5,0.082531
18.0,2.2,0.5,0.079774
19.0,2.2,0.5,0.077262
20.0,2.2,0.5,0.074994
21.0,2.2,0.5,0.072971
22.0,2.2,0.5,0.071187
23.0,2.2,0.5,0.069648
24.0,2.2,0.5,0.068358
25.0,2.2,0.5,0.067311
26.0,2.2,0.5,0.066513
27.0,2.2,0.5,0.065966
28.0,2.2,0.5,0.065661
29.0,2.2,0.5,0.065821667
30.0,2.2,0.5,0.066273
31.0,2.2,0.5,0.0663
32.0,2.2,0.5,0.06633
33.0,2.2,0.5,0.066292
34.0,2.2,0.5,0.066109
35.0,2.2,0.5,0.065698
0.0,2.4,0.5,0.98
1.0,2.4,0.5,0.406803
2.0,2.4,0.5,0.272547
3.0,2.4,0.5,0.213383
4.0,2.4,0.5,0.17996
5.0,2.4,0.5,0.158416
6.0,2.4,0.5,0.143209
7.0,2.4,0.5,0.131713
8.0,2.4,0.5,0.122638
9.0,2.4,0.5,0.115189
10.0,2.4,0.5,0.10884
11.0,2.4,0.5,0.103334
12.0,2.4,0.5,0.098478
13.0,2.4,0.5,0.094094
14.0,2.4,0.5,0.090128
15.0,2.4,0.5,0.086526
16.0,2.4,0.5,0.083208
17.0,2.4,0.5,0.080176
18.0,2.4,0.5,0.077421
19.0,2.4,0.5,0.074896
20.0,2.4,0.5,0.072623
21.0,2.4,0.5,0.070603
22.0,2.4,0.5,0.068807
23.0,2.4,0.5,0.067259
24.0,2.4,0.5,0.065962
25.0,2.4,0.5,0.064892
26.0,2.4,0.5,0.064071
27.0,2.4,0.5,0.063498
28.0,2.4,0.5,0.063151
29.0,2.4,0.5,0.063218667
30.0,2.4,0.5,0.06353
31.0,2.4,0.5,0.063506
32.0,2.4,0.5,0.063487
33.0,2.4,0.5,0.063414
34.0,2.4,0.5,0.063194
35.0,2.4,0.5,0.062757
0.0,2.6,0.5,0.98
1.0,2.6,0.5,0.417614
2.0,2.6,0.5,0.279625
3.0,2.6,0.5,0.218061
4.0,2.6,0.5,0.183127
5.0,2.6,0.5,0.1605
6.0,2.6,0.5,0.144508
7.0,2.6,0.5,0.132461
8.0,2.6,0.5,0.122952
9.0,2.6,0.5,0.115151
10.0,2.6,0.5,0.108543
11.0,2.6,0.5,0.102834
12.0,2.6,0.5,0.097799
13.0,2.6,0.5,0.093282
14.0,2.6,0.5,0.089215
15.0,2.6,0.5,0.085516
16.0,2.6,0.5,0.082129
17.0,2.6,0.5,0.079046
18.0,2.6,0.5,0.076233
19.0,2.6,0.5,0.073669
20.0,2.6,0.5,0.071364
21.0,2.6,0.5,0.069303
22.0,2.6,0.5,0.067477
23.0,2.6,0.5,0.065899
24.0,2.6,0.5,0.06456
25.0,2.6,0.5,0.063455
26.0,2.6,0.5,0.062594
27.0,2.6,0.5,0.061969
28.0,2.6,0.5,0.061572
29.0,2.6,0.5,0.061492333
30.0,2.6,0.5,0.06157
31.0,2.6,0.5,0.06149
32.0,2.6,0.5,0.061423
33.0,2.6,0.5,0.061297
34.0,2.6,0.5,0.061034
35.0,2.6,0.5,0.06057
0.0,2.8,0.5,0.98
1.0,2.8,0.5,0.427578
2.0,2.8,0.5,0.286394
3.0,2.8,0.5,0.222682
4.0,2.8,0.5,0.186304
5.0,2.8,0.5,0.162683
6.0,2.8,0.5,0.146007
7.0,2.8,0.5,0.133423
8.0,2.8,0.5,0.123496
9.0,2.8,0.5,0.11539
10.0,2.8,0.5,0.108533
11.0,2.8,0.5,0.102613
12.0,2.8,0.5,0.097423
13.0,2.8,0.5,0.092781
14.0,2.8,0.5,0.0886
15.0,2.8,0.5,0.084818
16.0,2.8,0.5,0.081364
17.0,2.8,0.5,0.078215
18.0,2.8,0.5,0.075355
19.0,2.8,0.5,0.072752
20.0,2.8,0.5,0.070402
21.0,2.8,0.5,0.06831
22.0,2.8,0.5,0.066452
23.0,2.8,0.5,0.064835
24.0,2.8,0.5,0.063465
25.0,2.8,0.5,0.062324
26.0,2.8,0.5,0.061418
27.0,2.8,0.5,0.060753
28.0,2.8,0.5,0.060308
29.0,2.8,0.5,0.060100333
30.0,2.8,0.5,0.059972
31.0,2.8,0.5,0.059846
32.0,2.8,0.5,0.059728
33.0,2.8,0.5,0.059558
34.0,2.8,0.5,0.059262
35.0,2.8,0.5,0.058766
0.0,3.0,0.5,0.98
1.0,3.0,0.5,0.436985
2.0,3.0,0.5,0.292956
3.0,3.0,0.5,0.227235
4.0,3.0,0.5,0.189538
5.0,3.0,0.5,0.165018
6.0,3.0,0.5,0.147654
7.0,3.0,0.5,0.134555
8.0,3.0,0.5,0.12426
9.0,3.0,0.5,0.115844
10.0,3.0,0.5,0.108737
11.0,3.0,0.5,0.102635
12.0,3.0,0.5,0.097287
13.0,3.0,0.5,0.092511
14.0,3.0,0.5,0.088232
15.0,3.0,0.5,0.084366
16.0,3.0,0.5,0.080835
17.0,3.0,0.5,0.077632
18.0,3.0,0.5,0.074722
19.0,3.0,0.5,0.07207
20.0,3.0,0.5,0.069687
21.0,3.0,0.5,0.067558
22.0,3.0,0.5,0.065661
23.0,3.0,0.5,0.064016
24.0,3.0,0.5,0.062611
25.0,3.0,0.5,0.06143
26.0,3.0,0.5,0.060491
27.0,3.0,0.5,0.059783
28.0,3.0,0.5,0.05929
29.0,3.0,0.5,0.058966667
30.0,3.0,0.5,0.058661
31.0,3.0,0.5,0.058487
32.0,3.0,0.5,0.058326
33.0,3.0,0.5,0.058119
34.0,3.0,0.5,0.057784
35.0,3.0,0.5,0.057262
0.0,3.2,0.5,0.98
1.0,3.2,0.5,0.445819
2.0,3.2,0.5,0.299262
3.0,3.2,0.5,0.231744
4.0,3.2,0.5,0.19283
5.0,3.2,0.5,0.16743
6.0,3.2,0.5,0.149431
7.0,3.2,0.5,0.135875
8.0,3.2,0.5,0.1252
9.0,3.2,0.5,0.116484
10.0,3.2,0.5,0.109159
11.0,3.2,0.5,0.102865
12.0,3.2,0.5,0.097357
13.0,3.2,0.5,0.092466
14.0,3.2,0.5,0.088083
15.0,3.2,0.5,0.084125
16.0,3.2,0.5,0.080531
17.0,3.2,0.5,0.077266
18.0,3.2,0.5,0.0743
19.0,3.2,0.5,0.07161
20.0,3.2,0.5,0.069186
21.0,3.2,0.5,0.067015
22.0,3.2,0.5,0.065091
23.0,3.2,0.5,0.063409
24.0,3.2,0.5,0.061966
25.0,3.2,0.5,0.060756
26.0,3.2,0.5,0.059778
27.0,3.2,0.5,0.059027
28.0,3.2,0.5,0.058497
29.0,3.2,0.5,0.058068333
30.0,3.2,0.5,0.057597
31.0,3.2,0.5,0.057383
32.0,3.2,0.5,0.057182
33.0,3.2,0.5,0.056934
34.0,3.2,0.5,0.056568
35.0,3.2,0.5,0.056021
0.0,3.4,0.5,0.98
1.0,3.4,0.5,0.454193
2.0,3.4,0.5,0.305428
3.0,3.4,0.5,0.236208
4.0,3.4,0.5,0.19612
5.0,3.4,0.5,0.169905
6.0,3.4,0.5,0.151314
7.0,3.4,0.5,0.137291
8.0,3.4,0.5,0.126255
9.0,3.4,0.5,0.117275
10.0,3.4,0.5,0.10972
11.0,3.4,0.5,0.103237
12.0,3.4,0.5,0.097593
13.0,3.4,0.5,0.092577
14.0,3.4,0.5,0.088087
15.0,3.4,0.5,0.084053
16.0,3.4,0.5,0.080385
17.0,3.4,0.5,0.077056
18.0,3.4,0.5,0.074045
19.0,3.4,0.5,0.071307
20.0,3.4,0.5,0.068838
21.0,3.4,0.5,0.066637
22.0,3.4,0.5,0.064675
23.0,3.4,0.5,0.062956
24.0,3.4,0.5,0.061485
25.0,3.4,0.5,0.060238
26.0,3.4,0.5,0.059221
27.0,3.4,0.5,0.058438
28.0,3.4,0.5,0.057865
29.0,3.4,0.5,0.057343
30.0,3.4,0.5,0.056728
31.0,3.4,0.5,0.056474
32.0,3.4,0.5,0.056233
33.0,3.4,0.5,0.055953
34.0,3.4,0.5,0.055558
35.0,3.4,0.5,0.054985
0.0,3.6,0.5,0.98
1.0,3.6,0.5,0.462989
2.0,3.6,0.5,0.312098
3.0,3.6,0.5,0.241189
4.0,3.6,0.5,0.199954
5.0,3.6,0.5,0.172906
6.0,3.6,0.5,0.153681
7.0,3.6,0.5,0.139183
8.0,3.6,0.5,0.127788
9.0,3.6,0.5,0.118501
10.0,3.6,0.5,0.110701
11.0,3.6,0.5,0.104035
12.0,3.6,0.5,0.098221
13.0,3.6,0.5,0.093063
14.0,3.6,0.5,0.08847
15.0,3.6,0.5,0.084335
16.0,3.6,0.5,0.08058
17.0,3.6,0.5,0.077188
18.0,3.6,0.5,0.074111
19.0,3.6,0.5,0.071314
20.0,3.6,0.5,0.068803
21.0,3.6,0.5,0.066554
22.0,3.6,0.5,0.064546
23.0,3.6,0.5,0.062794
24.0,3.6,0.5,0.06128
25.0,3.6,0.5,0.059991
26.0,3.6,0.5,0.058941
27.0,3.6,0.5,0.058113
28.0,3.6,0.5,0.057496
29.0,3.6,0.5,0.056883667
30.0,3.6,0.5,0.056138
31.0,3.6,0.5,0.055842
32.0,3.6,0.5,0.055566
33.0,3.6,0.5,0.05525
34.0,3.6,0.5,0.054822
35.0,3.6,0.5,0.054226
0.0,3.8,0.5,0.98
1.0,3.8,0.5,0.472809
2.0,3.8,0.5,0.319726
3.0,3.8,0.5,0.247044
4.0,3.8,0.5,0.204528
5.0,3.8,0.5,0.176548
6.0,3.8,0.5,0.156643
7.0,3.8,0.5,0.141628
8.0,3.8,0.5,0.129811
9.0,3.8,0.5,0.120193
10.0,3.8,0.5,0.112136
11.0,3.8,0.5,0.105243
12.0,3.8,0.5,0.099242
13.0,3.8,0.5,0.093942
14.0,3.8,0.5,0.089214
15.0,3.8,0.5,0.084964
16.0,3.8,0.5,0.081124
17.0,3.8,0.5,0.077645
18.0,3.8,0.5,0.074493
19.0,3.8,0.5,0.071639
20.0,3.8,0.5,0.069067
21.0,3.8,0.5,0.066762
22.0,3.8,0.5,0.064712
23.0,3.8,0.5,0.062909
24.0,3.8,0.5,0.061348
25.0,3.8,0.5,0.060021
26.0,3.8,0.5,0.058923
27.0,3.8,0.5,0.058049
28.0,3.8,0.5,0.057391
29.0,3.8,0.5,0.056690667
30.0,3.8,0.5,0.055811
31.0,3.8,0.5,0.055476
32.0,3.8,0.5,0.055158
33.0,3.8,0.5,0.054802
34.0,3.8,0.5,0.054344
35.0,3.8,0.5,0.05372
0.0,4.0,0.5,0.98
1.0,4.0,0.5,0.482013
2.0,4.0,0.5,0.327044
3.0,4.0,0.5,0.252681
4.0,4.0,0.5,0.208959
5.0,4.0,0.5,0.180123
6.0,4.0,0.5,0.159569
7.0,4.0,0.5,0.144045
8.0,4.0,0.5,0.131834
9.0,4.0,0.5,0.121907
10.0,4.0,0.5,0.113587
11.0,4.0,0.5,0.106479
12.0,4.0,0.5,0.100311
13.0,4.0,0.5,0.094858
14.0,4.0,0.5,0.090001
15.0,4.0,0.5,0.085652
16.0,4.0,0.5,0.081715
17.0,4.0,0.5,0.078154
18.0,4.0,0.5,0.074938
19.0,4.0,0.5,0.072019
20.0,4.0,0.5,0.069388
21.0,4.0,0.5,0.067037
22.0,4.0,0.5,0.064936
23.0,4.0,0.5,0.063086
24.0,4.0,0.5,0.061487
25.0,4.0,0.5,0.060114
26.0,4.0,0.5,0.058972
27.0,4.0,0.5,0.05806
28.0,4.0,0.5,0.057356
29.0,4.0,0.5,0.056573
30.0,4.0,0.5,0.055577
31.0,4.0,0.5,0.0552
32.0,4.0,0.5,0.054842
33.0,4.0,0.5,0.054454
34.0,4.0,0.5,0.053964
35.0,4.0,0.5,0.053313
0.0,4.2,0.5,0.98
1.0,4.2,0.5,0.490714
2.0,4.2,0.5,0.33405
3.0,4.2,0.5,0.258141
4.0,4.2,0.5,0.213318
5.0,4.2,0.5,0.183654
6.0,4.2,0.5,0.16247
7.0,4.2,0.5,0.14647
8.0,4.2,0.5,0.133886
9.0,4.2,0.5,0.123647
10.0,4.2,0.5,0.115078
11.0,4.2,0.5,0.107772
12.0,4.2,0.5,0.101427
13.0,4.2,0.5,0.095827
14.0,4.2,0.5,0.090856
15.0,4.2,0.5,0.086398
16.0,4.2,0.5,0.082369
17.0,4.2,0.5,0.078735
18.0,4.2,0.5,0.075446
19.0,4.2,0.5,0.072464
20.0,4.2,0.5,0.069783
21.0,4.2,0.5,0.067378
22.0,4.2,0.5,0.065229
23.0,4.2,0.5,0.06334
24.0,4.2,0.5,0.061695
25.0,4.2,0.5,0.06028
26.0,4.2,0.5,0.059101
27.0,4.2,0.5,0.058145
28.0,4.2,0.5,0.057398
29.0,4.2,0.5,0.056538
30.0,4.2,0.5,0.055432
31.0,4.2,0.5,0.055014
32.0,4.2,0.5,0.054624
33.0,4.2,0.5,0.0542
34.0,4.2,0.5,0.053678
35.0,4.2,0.5,0.053004
0.0,4.4,0.5,0.98
1.0,4.4,0.5,0.498919
2.0,4.4,0.5,0.340761
3.0,4.4,0.5,0.263451
4.0,4.4,0.5,0.217566
5.0,4.4,0.5,0.187115
6.0,4.4,0.5,0.165348
7.0,4.4,0.5,0.148894
8.0,4.4,0.5,0.135941
9.0,4.4,0.5,0.12541
10.0,4.4,0.5,0.116608
11.0,4.4,0.5,0.109099
12.0,4.4,0.5,0.102586
13.0,4.4,0.5,0.096854
14.0,4.4,0.5,0.091759
15.0,4.4,0.5,0.087196
16.0,4.4,0.5,0.083085
17.0,4.4,0.5,0.07937
18.0,4.4,0.5,0.076011
19.0,4.4,0.5,0.072973
20.0,4.4,0.5,0.070234
21.0,4.4,0.5,0.067778
22.0,4.4,0.5,0.065586
23.0,4.4,0.5,0.063651
24.0,4.4,0.5,0.061963
25.0,4.4,0.5,0.060511
26.0,4.4,0.5,0.05929
27.0,4.4,0.5,0.058293
28.0,4.4,0.5,0.05751
29.0,4.4,0.5,0.056578
30.0,4.4,0.5,0.055367
